new_tweet,tokens,vaccinated,sentiment_score,sentiment_label,favorite_count,retweet_count,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,favorite_log,retweet_log,user_favourites_log,user_followers_log,user_friends_log,user_listed_log
", Fun Facts: you are being lied to PCR is flawed Virus has a 99+% recovery rate Jabs are EUA never passed human trials masks are useless social distancing is useless lockdowns kill Fun eh... Friday is ""TAKE YOUR MASK OFF FRIDAY"" RT",fun facts lie pcr flaw virus recovery rate jab eua pass human trials mask useless social distance useless lockdowns kill fun friday mask friday,0,-0.5719,negative,1,6,166680,30289,9271,129,0.0,1.791759469228055,12.02383108553639,10.318539889280197,9.134646527606982,4.859812404361672
", Fun Facts: you are being lied to PCR is flawed Virus has a 99+% recovery rate Jabs are EUA never passed human trials masks are useless social distancing is useless lockdowns kill Fun eh... Friday is ""TAKE YOUR MASK OFF FRIDAY"" RT",fun facts lie pcr flaw virus recovery rate jab eua pass human trials mask useless social distance useless lockdowns kill fun friday mask friday,0,-0.5719,negative,1,6,213454,1293,2930,4,0.0,1.791759469228055,12.27117663176222,7.164720378771857,7.982757702011113,1.3862943611198906
", Fun Facts: you are being lied to PCR is flawed Virus has a 99+% recovery rate Jabs are EUA never passed human trials masks are useless social distancing is useless lockdowns kill Fun eh... Friday is ""TAKE YOUR MASK OFF FRIDAY"" RT",fun facts lie pcr flaw virus recovery rate jab eua pass human trials mask useless social distance useless lockdowns kill fun friday mask friday,0,-0.5719,negative,1,6,3,5,16,1,0.0,1.791759469228055,1.0986122886681098,1.6094379124341003,2.772588722239781,0.0
", Fun Facts: you are being lied to PCR is flawed Virus has a 99+% recovery rate Jabs are EUA never passed human trials masks are useless social distancing is useless lockdowns kill Fun eh... Friday is ""TAKE YOUR MASK OFF FRIDAY"" RT",fun facts lie pcr flaw virus recovery rate jab eua pass human trials mask useless social distance useless lockdowns kill fun friday mask friday,0,-0.5719,negative,1,6,3112,616,457,17,0.0,1.791759469228055,8.043020885298283,6.423246963533519,6.124683390894205,2.833213344056216
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,58668,3963,1656,1,0.0,3.4011973816621555,10.979649712366646,8.284756593190435,7.412160334945205,0.0
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,29872,172,428,1,0.0,3.4011973816621555,10.304676865781504,5.147494476813453,6.059123195581797,0.0
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,272384,2178,4992,5,0.0,3.4011973816621555,12.514968114381151,7.686162303492906,8.515591910049263,1.6094379124341003
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,4829,126,340,5,0.0,3.4011973816621555,8.482394685873542,4.836281906951478,5.8289456176102075,1.6094379124341003
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,5981,152,655,1,0.0,3.4011973816621555,8.696343057044556,5.0238805208462765,6.484635235635252,0.0
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,30566,291,825,3,0.0,3.4011973816621555,10.327643559087782,5.673323267171493,6.715383386334681,1.0986122886681098
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,30116,548,1158,1,0.0,3.4011973816621555,10.312811870970013,6.306275286948016,7.05444965813294,0.0
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,13708,99,350,1,0.0,3.4011973816621555,9.525734882994499,4.59511985013459,5.857933154483459,0.0
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,535,93,214,1,0.0,3.4011973816621555,6.282266746896006,4.532599493153256,5.365976015021851,0.0
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,46808,1347,2403,2,0.0,3.4011973816621555,10.753809407468072,7.205635176410364,7.784473235736469,0.6931471805599453
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,20627,182,543,2,0.0,3.4011973816621555,9.934356176198595,5.204006687076795,6.297109319933935,0.6931471805599453
", I am unjabbed, unmasked, untested and totally covid free. Oh and no symptoms.....lol. Keep injecting fools.....you are going to love communism.",unjabbed unmask untested totally covid free symptoms lol inject fool go love communism,0,0.8261,positive,1,30,111492,6511,6749,25,0.0,3.4011973816621555,11.621708118429313,8.781248333236862,8.817149624743406,3.2188758248682006
", I just talked to a nurse who KNOWS this covid crap is all a lie BUT she was coerced into inject this magic potion. Her words No jab no job. That is against the Nuremberg Code. Do you see what is going on here? Still think this is about a virus with a 99.74% recovery.",talk nurse know covid crap lie coerce inject magic potion word jab job nuremberg code go think virus recovery,0,-0.3818,negative,1,49,20523,355,1075,1,0.0,3.8918202981106265,9.929301487429107,5.872117789475416,6.980075940561763,0.0
", I just talked to a nurse who KNOWS this covid crap is all a lie BUT she was coerced into inject this magic potion. Her words No jab no job. That is against the Nuremberg Code. Do you see what is going on here? Still think this is about a virus with a 99.74% recovery.",talk nurse know covid crap lie coerce inject magic potion word jab job nuremberg code go think virus recovery,0,-0.3818,negative,1,49,14810,174,707,1,0.0,3.8918202981106265,9.603057907261844,5.159055299214529,6.561030665896573,0.0
", I just talked to a nurse who KNOWS this covid crap is all a lie BUT she was coerced into inject this magic potion. Her words No jab no job. That is against the Nuremberg Code. Do you see what is going on here? Still think this is about a virus with a 99.74% recovery.",talk nurse know covid crap lie coerce inject magic potion word jab job nuremberg code go think virus recovery,0,-0.3818,negative,1,49,245265,1184,1277,15,0.0,3.8918202981106265,12.410094537636796,7.076653815443951,7.152268856032539,2.70805020110221
", I just talked to a nurse who KNOWS this covid crap is all a lie BUT she was coerced into inject this magic potion. Her words No jab no job. That is against the Nuremberg Code. Do you see what is going on here? Still think this is about a virus with a 99.74% recovery.",talk nurse know covid crap lie coerce inject magic potion word jab job nuremberg code go think virus recovery,0,-0.3818,negative,1,49,121356,1498,1685,1,0.0,3.8918202981106265,11.70648365369017,7.311886164077165,7.429520842786462,0.0
", I just talked to a nurse who KNOWS this covid crap is all a lie BUT she was coerced into inject this magic potion. Her words No jab no job. That is against the Nuremberg Code. Do you see what is going on here? Still think this is about a virus with a 99.74% recovery.",talk nurse know covid crap lie coerce inject magic potion word jab job nuremberg code go think virus recovery,0,-0.3818,negative,1,49,48158,75,304,1,0.0,3.8918202981106265,10.782242550881179,4.31748811353631,5.717027701406222,0.0
", I just talked to a nurse who KNOWS this covid crap is all a lie BUT she was coerced into inject this magic potion. Her words No jab no job. That is against the Nuremberg Code. Do you see what is going on here? Still think this is about a virus with a 99.74% recovery.",talk nurse know covid crap lie coerce inject magic potion word jab job nuremberg code go think virus recovery,0,-0.3818,negative,1,49,11240,1269,2519,8,0.0,3.8918202981106265,9.327234123447681,7.1459844677143876,7.831617276352611,2.0794415416798357
", I just talked to a nurse who KNOWS this covid crap is all a lie BUT she was coerced into inject this magic potion. Her words No jab no job. That is against the Nuremberg Code. Do you see what is going on here? Still think this is about a virus with a 99.74% recovery.",talk nurse know covid crap lie coerce inject magic potion word jab job nuremberg code go think virus recovery,0,-0.3818,negative,1,49,81248,631,606,3,0.0,3.8918202981106265,11.305261484504404,6.447305862541213,6.406879986069314,1.0986122886681098
", I just talked to a nurse who KNOWS this covid crap is all a lie BUT she was coerced into inject this magic potion. Her words No jab no job. That is against the Nuremberg Code. Do you see what is going on here? Still think this is about a virus with a 99.74% recovery.",talk nurse know covid crap lie coerce inject magic potion word jab job nuremberg code go think virus recovery,0,-0.3818,negative,1,49,9014,206,203,1,0.0,3.8918202981106265,9.106534203250593,5.327876168789581,5.313205979041787,0.0
", I just talked to a nurse who KNOWS this covid crap is all a lie BUT she was coerced into inject this magic potion. Her words No jab no job. That is against the Nuremberg Code. Do you see what is going on here? Still think this is about a virus with a 99.74% recovery.",talk nurse know covid crap lie coerce inject magic potion word jab job nuremberg code go think virus recovery,0,-0.3818,negative,1,49,19483,685,1293,5,0.0,3.8918202981106265,9.877297569445886,6.529418838262226,7.164720378771857,1.6094379124341003
", I just talked to a nurse who KNOWS this covid crap is all a lie BUT she was coerced into inject this magic potion. Her words No jab no job. That is against the Nuremberg Code. Do you see what is going on here? Still think this is about a virus with a 99.74% recovery.",talk nurse know covid crap lie coerce inject magic potion word jab job nuremberg code go think virus recovery,0,-0.3818,negative,1,49,8803,536,743,3,0.0,3.8918202981106265,9.082847851460906,6.284134161070802,6.610696044717759,1.0986122886681098
